微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
MAT806Anb,【LSE申请】学生：大家好，我想问问十月底申请了lse的项目 11月底一志愿被拒 二志愿进入under consideration 然后现在也没有被拒没有被waiting list 也没有玄学 是不是铁被养鱼了？后期被发录的概率大吗？谢谢  ,,无,无,无,2023-04-07 15:49,微博网页版,1,0,0
MAT7S8Y6M,【英国香港Offer】学生：叔 想问问选校 kcl的ipe和hku的mpa，未来想继续读国政相关的博本科ruc，均分85，雅思7 选校  ,,无,无,无,2023-04-07 15:48,微博网页版,185,0,2
MAT4rFcyz,【曼大Offer】学生：叔，我来报个offer～曼大mop：management of projects当时焦虑的时候申的，看来是还有位置，有更好的选择就不去啦～会decline给需要的同学tl：2.18-4.7bg：中外合办high二等一  ,,无,无,无,2023-04-07 15:40,微博网页版,3,0,1
MAT4kh2H3,【UCL Offer】Offer：UCL  Infrastructure Investment and Finance （10月底-4.7）unconditional offer bg:新加坡top2 管理类  ,,无,无,无,2023-04-07 15:40,微博网页版,1,0,0
MAT3XhrXj,【学生投稿】学生：大家好，可以求一个选校建议嘛？双非本科社工，未来回国or留美不确定，大概率回国，回国肯定是转行的，因为人文社科在国内感觉都差不多，就看学校了。留美的话可能只能从事与专业相关的工作。目前纠结nyu mpa-pnp和nyu msw、umich msw。很多人说mpa就业面广，但是更多人说俩专业都一样，快到定金截止日期了 求专业也很纠结，学校也很纠结谢谢！ ,,无,无,无,2023-04-07 15:39,微博网页版,1,0,1
MAT31llFF,【英国澳洲Offer】学生：叔，想帮忙搞个投票选校，1.曼彻斯特大学 international fashion marketing 2.墨尔本大学global media communication 3.浸会media management           本科传媒 对未来方向还比较迷茫，想做内容运营或者产品类方向的，希望大家给点建议，谢谢！ 选校  ,,无,无,无,2023-04-07 15:36,微博网页版,653,0,0
MAT11eZeg,【英国澳洲Offer】学生：大家好，23fall目前收到了三个offer，不知道怎么选，可以帮我选一下吗。1、昆士兰master of business (innovation and entrepreneurship )2、莫纳什Master of Professional Accounting（ACCA免考九门）3、谢菲尔德finance and accounting（在等排位）本科双非学校，会计学专业 ,,无,无,无,2023-04-07 15:31,微博网页版,1,1,2
MASZFBlUE,【英国Offer】学生的：叔，想投稿个选校投票，刚刚拿到了个曼大的offer， 在ucl和曼大里纠结，因为感觉曼大的专业可能就业面会比ucl的更广，并且曼大给的是uncon；ucl排名很香，con雅思小分7，还不知道能不能考出来不知道大家会如何选择 1. ucl social and geographic data science 社会与地理数据科学 2. 曼大health data science 健康数据科学 bg：中外合作 应用数学65+ 毕业以后回国就业 万分感谢！ http://t.cn/A6N2uJ2Y ,,无,无,无,2023-04-07 15:28,微博网页版,123,1,3
MASYz3fu5,【瑞士香港Offer】学生：崔叔您好 申请季一直在关注您 最后也收到了非常满意的offer 感谢您的陪伴～ 现在朋友有两个offer在纠结 分别是uzh的ds和poly的ba 想帮她问一下 想求下大家的建议嘛 谢谢大家！  原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1hcr5z52q4yj20j50egwhj.jpg,无,无,2023-04-07 15:25,微博网页版,38,2,19
MASYz29w0,【瑞士香港Offer】学生：崔叔您好 申请季一直在关注您 最后也收到了非常满意的offer 感谢您的陪伴～ 现在朋友有两个offer在纠结 分别是uzh的ds和poly的ba 想帮她问一下 想求下大家的建议嘛 谢谢大家！  原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1hcr5z52q4yj20j50egwhj.jpg,无,无,2023-04-07 15:25,微博网页版,41,1,35
MASXqakYy,【语言考试】学生：叔，能不能帮我发个投票选择语言还没考出来好焦虑哪个更容易在1个月内出分？我之前（2022年10月）的成绩：雅思6.5，听力6.5，阅读8，写作6，口语5.51、PTE Academic(Online or Test Centre) 或 PTE UKVI要求：总分66（阅读/听力不低于67+其他不低于60）2、朗思要求：考B2，笔试和口语都拿到High Pass3、雅思要求：总分6.5（听力阅读7+，口语写作6+） http://t.cn/A6N2uUBQ ,,无,无,无,2023-04-07 15:23,微博网页版,267,2,38
MASSZBbBA,【英国澳洲Offer】学生：Cook叔！求个选校建议！kcl finance analytics/曼大 accounting/猫本 accounting and finance很喜欢王的专业和课程设置，但好像kbs口碑没有其他两个商学院好？本科是会计，未来不想走审计，目前想的是搞咨询or进国企，当然欢迎更好的建议[苦涩]bg：澳门本 7(6) 不带g http://t.cn/A6N2mmJ6 ,,无,无,无,2023-04-07 15:12,微博网页版,281,0,1
MASMED7oF,【学生投稿】学生：大家好，港中深会计和曼大cpm选校，本科是财经211会计，未来有读博的打算，或者硕士毕业想进入证券投行等工作。 选校  ,,无,无,无,2023-04-07 14:56,微博网页版,227,0,0
MASLvocI5,【帝国理工Offer】学生：报一个offer供参考 帝国理工商学院 IHM国际健康管理 tl：12.26递交→1.23面试完→4.5早上拿到offer！ bg：宁诺IBE 大三一等 4月，我的申请季也终于结束啦！  ,,无,无,无,2023-04-07 14:53,微博网页版,0,0,0
MANKspHuy,曼大的专业又发了一批WL邮件把出结果的日期延期到5月25日了，你觉得曼大部分专业的admissions今年申请季真的有在认真上班嘛  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hcqity172rj20v80t2n1c.jpg,无,无,2023-04-07 02:07,iPhone 13 Pro Max,45,5,17
MALJHhQk2,【香港的大学印象】第五期：香港理工大学 (The Hong Kong Polytechnic University (PolyU))欢迎评论区评论  #香港的大学印象#  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hcq1hutpiwj22mh1u8nph.jpg,无,无,2023-04-06 21:00,微博网页版,39,1,13
MALt1DObi,【2023诺丁汉大学申请截止通知】以下项目将于4月17日23:59 GMT关闭申请：MSc Accounting and FinanceMSc Banking and FinanceMSc International Tourism Management and Marketing以下项目将于4月18日23:59 GMT关闭申请：MA Person-Centred Experiential Counselling and Psychotherapy Practice  ,,无,无,无,2023-04-06 20:18,微博网页版,1,0,0
MALsRC8li,【英国纽卡斯尔大学PTE变化】2023年4月14日递交学位申请的学生，PTE按照旧的入学要求；2023年4月14日后递交学位申请的学生，PTE按照新的入学要求。划重点的注意事项： 1. 学位课程直录依然需要PTE Academics; 2. 4月14日之前收到的申请，指的是学位课程的申请； 3. PSE的具体入学要求请与INTO确认。 官网已更新，所有信息请以纽卡官网为准 原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1hcq8somozbj20t80ihn7d.jpg,无,无,2023-04-06 20:18,微博网页版,2,0,0
MAJQHfNqF,【今日汇率】2023年4月6日：1英镑=8.61人民币1新元=5.19人民币1澳元=4.63人民币1欧元=7.53人民币中国银行钞/汇卖价，仅供参  ,,无,无,无,2023-04-06 16:11,微博网页版,25,2,4
MAIZdutgE,【曼大拒信】学生：叔报个曼大拒信，MA Econ。bg北京理工类 211 金融 89/100，修过中微中宏（去年录了港三新二的econ），拒理由是成绩单背景不够，估计是因为有一门数学没到82/84tl 2月底随缘投-4.6  ,,无,无,无,2023-04-06 14:00,微博网页版,3,0,1
MAIYgt1l5,【英国Offer】学生：您好！想投稿个选offer:利兹和伯明翰的management该选哪个？今天就要定下来了，好纠结啊我想选利兹因为感觉利兹qs还能升，但是家里人觉得伯明翰在国内更知名所以倾向伯明翰。毕业以后可能还是回国就业，大概率考虑体制内。求帮选择一下，谢谢！BG:211 gpa3.5 雅思7.5 http://t.cn/A6NAoeP7 ,,无,无,无,2023-04-06 13:57,微博网页版,158,1,4
MAIXhj59b,【在日本办英国签证】学生：大家好，想问一下可以在日本办理英国留学签证吗 国籍中国 日本是短期居留 不是旅游签。谢谢大家！  ,,无,无,无,2023-04-06 13:55,微博网页版,1,0,1
MAIWwxi3x,"【荷兰申请】学生：叔，看到不少人在问UvA的成绩单、学位证书和毕业证的问题，我来说一下去年社科院是怎么解决的：1. 同学组织起来和学校讨价还价，最后的结果是学校出具预期毕业证明;2. 毕业证明/成绩单（成绩单一般是agure过后在新ddl之前交，这里附上对于成绩单的要求，免得暑假去学校）注意这几点： - The documents must be encrypted and/or digitally signed and/or password protected and/or sent as a PDF/A standard file by your school/university - The documents must be sent directly by the issuing school/university - Your name and UvAnetID (University of Amsterdam student number) and your study programme must be mentioned in the email subject line (NAME, 1234567, PROGRAMME) - The diploma must mention the date of graduation - The transcript must mention the name of the school’s administrator/registrar - The documents contain both a stamp and signature from the school - Please mention the earned credits on the graduation statement3. 最后，希望所有在国外遇到不合理要求的同学大胆argue。明明是自己好不容争取来的offer，为什么拱手让给不合理的规章制度。附上去年达到学校要求的毕业证明： 原图 ",,https://wx2.sinaimg.cn/large/6cbca238gy1hcpxok1h9rj20xe0hw4bt.jpg,无,无,2023-04-06 13:53,微博网页版,10,1,0
MAIW3zLhC,【英国澳洲申请】学生：Cook，想咨询一下大家，辛苦您发一下[哇]我是双非传媒 ，均分88。目前拿到了南安和栗子 媒介社会&文化专业的offer，由于这个专业偏社会学，感觉不是很感兴趣。所以最近想加申澳洲～现在申来得及吗我三月初的时候申了悉尼的mp（s2），不过目前还没有回复如果现在想加申澳国立、莫那什、新南威尔士的传媒来得及吗（或者是走24fall的s1入学捏）感谢大家的所有回复，我都会认真看的 ,,无,无,无,2023-04-06 13:52,微博网页版,0,0,5
MAIVPoPBY,【爱丁堡申请】学生：大家好，爱丁堡目前有两个专业被wl到第三轮，六月底出结果；还有三个申的比较晚(其中一个被on hold)，分别是四月底、五月初和六月底出结果。求助各位前辈们有什么能提高录取几率的方法吗孩子真的太想去爱丁堡了，十分感谢！! ps.语言还没有考出。目前能想到只有趁早补合格语言成绩这个努力方向谢谢大家！ ,,无,无,无,2023-04-06 13:51,微博网页版,4,0,2
MAIUA0Y6Z,【英国Offer】学生：你好，可以帮忙问一下专业选择吗？曼大高级控制系统工程acse和南安的微电子msd，目前比较纠结西浦计科专业的，由于控制系统要学更多的傅立叶啥的，所以暂时南安在我这更站上风，但是其实微电子也要学一些傅立叶，并且曼大的排名和工学院好像也不错，就在纠结 http://t.cn/A6NAopC3 ,,无,无,无,2023-04-06 13:48,微博网页版,71,0,0
MAISIrqK6,【欧陆留学】Offer：cs专业荷兰莱顿大学/瑞典林雪平大学，更喜欢林雪平的课程设置，费用也更低，但也很看重后续在当地找工的难度，请大家给一点建议。谢谢大家！本科BG：双非一本数据科学与大数据技术专业 选校  ,,无,无,无,2023-04-06 13:43,微博网页版,142,0,1
MAIRoDAcm,【香港Offer】学生：大家好，我想问一下大家选校建议～谢谢！hku的idt创新设计与技术（1年）和hkust的tle科技领导力与创业（1.5年）。                           1⃣️两个都是新专业，课程都有技术和管理2⃣️ust已经交了5w留位，但hku时间少。                    3⃣️打算回内地就业产品经理或ux，有意向未来考公考编。idt的认证大类是机械，岗位少，tle没查到。             4⃣️hku排名高很多，但有看到说idt选不到想要的课，不知道今年怎么样😭       5⃣️BG是211工业设计，均分87 ,,无,无,无,2023-04-06 13:40,iPhone 13 Pro Max,0,0,0
MAIQ0Dc23,【爱丁堡经济学Offer】学生：Cook叔，报一个爱丁堡econ(fin)offer。211 92 雅（7）金融本。timeline: 12.08递交-2月中旬补course description-4.5录取。求一下offer holder群。  ,,无,无,无,2023-04-06 13:37,微博网页版,1,0,0
MAIPFFuxe,【UCL offer】学生：叔 我来报个offer～ucl跨文化传播，tl：10.18-4.4，好像没有看到这个新专业的什么阅读体验，想蹲一下学长学姐再求个组织  ,,无,无,无,2023-04-06 13:36,微博网页版,0,0,3
MAINM6uIF,【英国澳洲传媒Offer】学生：叔，想求个选校建议！本人bg：某985海外分校 广告专业 gpa3.3/4 雅思7.0，将来想回国工作收到了悉尼大学和利兹的offer：📌悉尼 media practice📌利兹advertising and marketing感觉这两个专业都比较热门，但是悉尼留学要1.5年，花费要多很多[苦涩]普通家庭咬咬牙也能掏得起，但是想问问大家有没有必要多花费半年&更多的费用去悉尼大学呢？其他还申请了港校️回应 http://t.cn/A6NASE4G ,,无,无,无,2023-04-06 13:31,微博网页版,152,0,8
MAINhi7Yz,【英国Offer】学生：叔，目前拿到了ucl imess eb方向和曼大会计，职业规划不明确，不知道以后是走体制内还是体制外，很纠结，可以帮忙发个投票吗BG：双非财经，91+，无g 选校  ,,无,无,无,2023-04-06 13:30,微博网页版,132,0,2
MAIK8yeNW,【曼大Offer】学生：叔，我又来了，想问下目前收到了曼大的hds和srms专业的offer，目前还在等kcl的复杂系统建模，请问该选哪一个啊，以后想往互联网或者外企工作，本科中外合办67 选专业  ,,无,无,无,2023-04-06 13:22,微博网页版,93,0,1
MAIty1kxM,【港大申请】香港大学大学新专业Master of Arts in the field of Museum Studies已开放申请，截止日期为5.12，港大这个专业就一个月左右的招生期。  ,,无,无,无,2023-04-06 12:41,微博网页版,8,1,0
MADE5DFhg,【利兹申请】学生：老师，想问问大家收到了利兹的阶段性拒信，让我等五月份的消息，这种情况可能性还大吗谢谢大家！  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1hcpaatn9aej20y412r47e.jpg,无,无,2023-04-06 00:24,微博网页版,4,1,3
MADDXBEiO,【英国续签】学生：叔～求问语言班续签问题：请问英国续签是否需要重新在英国存28天保证金开具证明才可以呀？还是说之前国内开具的存款证明也可以？我的中介说国内的证明就可以，xhs说需要重新去英国存钱  谢谢大家～  ,,无,无,无,2023-04-06 00:23,微博网页版,2,0,3
MADDc3srn,【英国博士Offer】学生：叔！俺来报喜了！英国纽卡phd！拿到了dtp全奖（学校补齐学费差额）！bg：本科财经211 87.5 硕士曼商 distinction（76）毕业论文80  能申到全奖真是努力+幸运，大概申了不下十所大学，这是第一个来的奖学金。最后希望大家也能拿到心仪的offer！  ,,无,无,无,2023-04-06 00:22,微博网页版,21,0,4
MADBTqs9A,【帝国理工Offer】学生：报一个ic ihm offer，2.17-2.28面试邀请-3.5面试-4.5offer. 想蹲一个学长学姐，求组织  ,,无,无,无,2023-04-06 00:18,微博网页版,0,0,1
MADBg7sly,【澳洲签证】学生：大家好，想请问墨尔本从交了学费 到拿到签证大概要多长时间啊？谢谢！  ,,无,无,无,2023-04-06 00:17,微博网页版,0,0,4
MADAssK0g,【荷兰Offer】学生：叔好，报一个UvA media studies (电视track) 带预科的offer，这个track 我今年还没找到陆本录取的同学，tl是 2.28 submit / preliminary check - 3.1 Credential Evaluation - 3.14 Awaiting Admission - 4.4 complete 收到邮件，希望同院系 / 同 track / 找租房的同学可以在评论dd我！感谢！！ ,,无,无,无,2023-04-06 00:15,微博网页版,0,0,6
MADzIpaG8,【规划类Offer】协商：叔，想来update一下新的选校纠结。1.wur&tud的 metropolitan analysis design and engineering（两年，研究型）   2.nus urban planning（两年，授课型）很喜欢荷兰项目的课程，但是又放不下nus的排名，毕业以后大概率转行or考公。我又觉得nus的两年70w不太值。但是荷兰的项目可能又有专业认证的问题，无法考公。bg老八校 87专业城乡规划 http://t.cn/A6Nwgm9T ,,无,无,无,2023-04-06 00:13,微博网页版,85,0,10
MADw7jq57,【英国新加坡Offer】学生：您好！可以帮忙发个选校吗：南洋理工mme-e，曼彻斯特发展金融，爱丁堡生态经济学；谢谢！想要回国读博或者考体制内 选校  ,,无,无,无,2023-04-06 00:04,微博网页版,672,0,14
MADjMeqBv,【湖南美食】来欲望津市，炫一碗麻辣牛肉粉，果然长沙什么都能复刻，但这个粉本身只有津市本地产的才最好吃#长沙[超话]#  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/6cbca238gy1hcp8tamnr7j21z41hce84.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hcp8te6acbj21z41z4kjp.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hcp8tkhyxtj21z41z4e85.jpg,http://ww3.sinaimg.cn/large/6cbca238gy1hcp8tpwdzsj21z41z4nph.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1hcp8t7zuxtj21z41z4e86.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hcp8tubjb2j21z41z47wn.jpg",无,无,2023-04-05 23:34,iPhone 13 Pro Max,11,1,0
MAxcBacZv,【香港大学申请】学生：Cook叔可不可以帮我问一下hku的公共卫生 biostat方向位置录满了吗 晚申选手很焦虑 可以用top30美的同专业offer去催嘛  ,,无,无,无,2023-04-05 08:00,微博网页版,1,0,3
MAtJtifp1,【UCL申请】学生：叔您好，想请您帮忙问一下，ucl science communication有没有大规模下过offer呀？印象有看过个别offer但好像没有很多。我是11月底投的，一月初收到养鱼邮件后就毫无消息了谢谢！[送花花]  ,,无,无,无,2023-04-04 23:10,微博网页版,0,0,2
MAtFpxHf7,【KCL录取】叔，想蹲一下KCL组织和捞一下同专业的同学。Global Mental Health MSc (Full-time)。TL：2.21-4.3。谢谢  ,,无,无,无,2023-04-04 23:00,微博网页版,1,0,4
MAtxih8vf,【欧陆申请】学生：大家好，有个关于申奖问题急问就是我大概率决定去一个项目（已带奖，正式信未发）了，但是申的另外一个项目计划提名我申请一个奖学金（未必拿的到），准备要交资料，就是现在直接拒绝好呢还是完成整个申请流程（主要是不太想占着这个名额，想让给有需要的同学）但又不好意思拒绝主要就是会去的项目还没给正式奖学金通知，然而它提名的这个奖据说很难拿，而且要重新写ML，重新要推荐信 ,,无,无,无,2023-04-04 22:40,微博网页版,1,0,1
MAttewySy,【港大申请】学生：大家好，我想问一下～港大llm的mel（医学伦理与法律）方向发邮件通知补这个方向相关的ps是积极信号嘛？还是在养鱼呢？  ,,无,无,无,2023-04-04 22:30,微博网页版,0,0,1
MAtg3bJGg,【LSE申请】学生：大家好，LSE官方发了23fall 一些专业的录取数据 Msc culture and society 已经出了数据了 （112个申请者 7个offer）但是我一直还在under consideration 是不是默拒 没戏了啊？谢谢大家！  ,,无,无,无,2023-04-04 21:57,微博网页版,9,0,2
MAtfElh2D,【香港浸会大学申请】学生：大家好，我想求助一下，本人背景双非一本均分88，在2.27收到了浸会媒体管理的推研，确认后至今没有下正式offer（网上看到其他比我晚推研的也已经下offer了）。发过邮件咨询但没回复，有些着急想问下还能以往有过这种情况嘛？  ,,无,无,无,2023-04-04 21:56,微博网页版,2,0,0
MAtf7AwoH,【荷兰申请】学生：大家好，想投稿问一下，荷兰RSM可以con语言吗？还是不提交合格的成绩就一定不发offer呀  ,,无,无,无,2023-04-04 21:55,微博网页版,0,0,1
MAteDthEm,【牛剑申请】学生：大家好，24fall想问问牛剑1月多的ddl 有必要早点投吗 还是可以卡点投呀～ 因为看到很多之前的tl都是1月初才投 谢谢！  ,,无,无,无,2023-04-04 21:54,微博网页版,10,0,9
MAtbYxW0e,【法学Offer】学生：投稿，想让大家帮忙看看选校 五院211法本 墨尔本llm 和曼大llm 选哪个比较好呢 未来打算回国从事法务或律师工作 选校  ,,无,无,无,2023-04-04 21:47,微博网页版,540,0,0
MAt8w2xZH,【香港英国教育+翻译Offer】学生：叔我来总结申请季啦 没来的也不等了 末985 86+ 109 软背估计大家都差不多  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1hcnzwdwzjfj20gg0zktcp.jpg,无,无,2023-04-04 21:38,微博网页版,10,0,4
MAt7tlR8n,【法国申请】学生：大家好，想问下有没有con- offer要交学费的情况，下的con-offer说4.30号前交掉学费，并且发邮件说明了，那之后如果雅思不能达标，这个学费是保留一年还是什么呀？（已经交了留位费  ,,无,无,无,2023-04-04 21:36,微博网页版,1,0,1
MAt7d5KCT,【英国美国Offer】学生：叔，快到交留位费的ddl了，想求一个选校建议[送花花][送花花]伯明翰：MORSE利兹：应用金融统计罗切斯特：BA谢谢叔！本科是双非数学与应用金融专业，未来倾向外企工作另：报一个波士顿大学BA拒信攒攒人品 选校  ,,无,无,无,2023-04-04 21:35,微博网页版,189,1,0
MAt5YeTDt,【新加坡香港Offer】学生：您好，想请您帮忙发个投票。分别是NUS MIA 李光耀公共政策学院的国际事务专业，以及CUHK JD法律博士。无读博打算，考虑就业。mia一直是梦中情专，但好像和同院的mpp相比就业方面没那么有优势？如果去读mia的话会努努力看能不能找到国际组织的工作，虽然知道新加坡很难留 cuhk jd就是争取pcll留港做律师了，但担心title没有hku jd好用？非常非常纠结，希望大家能帮帮忙BG：港本，海硕在读 http://t.cn/A6NZniyr ,,无,无,无,2023-04-04 21:32,微博网页版,140,1,1
MAqUW4oip,【LSE申请】学生：叔，可以帮我问问lse media gov的情况吗，wl 3个月了都没动静是不是又放假了  ,,无,无,无,2023-04-04 16:00,微博网页版,2,0,1
MAqwA4jyG,【爱丁堡住宿】学生：Cook叔可不可以发个投稿问问有没有爱丁堡student castle社科院的uu！！蹲一个公寓群  ,,无,无,无,2023-04-04 15:00,微博网页版,0,0,0
MAq8e8CFE,【爱丁堡申请】学生：大家好，投稿！！请问爱丁堡大学研究生要求里明确写了接受pte online，但单独找专业要求又没有细化到把pte online写上去，这样的话能够用pte online换uncon吗？  ,,无,无,无,2023-04-04 14:00,微博网页版,0,0,6
MAq8e7wHu,【帝国理工申请】学生：叔！我来报一个wl转拒攒攒人品 ic的im，wl转拒了，tl是12.13进wl，然后4.3被拒  ,,无,无,无,2023-04-04 14:00,微博网页版,0,0,0
MApJSaKyk,【KCL申请】学生：Cook叔您好！想问问大家KCL国王的Education in arts & cultural settings有动静了吗谢谢大家！  ,,无,无,无,2023-04-04 13:00,微博网页版,0,0,2
MApEqqTLh,【今日汇率】2023年4月4日：1英镑=8.58人民币1新元=5.20人民币1澳元=4.67人民币1欧元=7.53人民币中国银行钞/汇卖价，仅供参  ,,无,无,无,2023-04-04 12:46,微博网页版,34,2,10
MApCC7BXT,【香港的大学印象】第四期：香港城市大学 (City University of Hong Kong)欢迎评论区评论  #香港的大学印象#  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1hcnkdy22ryj20vp0nlk75.jpg,无,无,2023-04-04 12:42,微博网页版,47,2,16
MAppr6At1,【澳洲Offer】学生：大家好，想麻烦大家帮我择校，谢谢！学校专业如图。想毕业尝试在澳洲找工作，或者在大厂找工作，不执着于留澳不需要落户不会考公，且没有很明确的就业岗位目标。预算是100w左右cover所有的费用但还能加一些，没有什么奢靡的爱好，想请问墨尔本和悉尼两年的话够不够以及堪培拉留学体验真的很差吗，谢谢！ 原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1hcnjg3wywij20wr0i0n01.jpg,无,无,2023-04-04 12:09,微博网页版,14,1,22
MApm0npIa,【英国澳洲Offer】学生：大家好，本科双非国贸，均分88+，未来就业方向想去快消互联网做电商、运营和营销岗都可接受，不太想去卷金融岗，但感觉anu的金融管理这个专业热门点，想了解这个专业出来可以做上述岗位吗，或者为了对口上述岗位的就业更应该选哪个呢！选项有澳国立金融管理、澳国立管理学和曼大国际时尚零售，均为一年制！ http://t.cn/A6NZ4HeK ,,无,无,无,2023-04-04 12:01,微博网页版,223,0,1
MAplEs4QW,【学生投稿】学生：大家好，我拿到了港中深会计学的offer，硕士的。毕业后可能不会留在珠三角，请问和kcl的会计相比，港中深好么？我其实也不是很在意留不留学的身份，只想以后在上海江苏那边好找工作一点，可能主要倾向于企业财务（投行券商，互联网压力太大了，身体吃不消[苦涩]）大家可以给我一些建议和信息么？谢谢大家！ ,,无,无,无,2023-04-04 12:00,微博网页版,2,0,2
MApllzyGt,"【英国Offer】学生：Cook叔您好，想麻烦您帮忙发个选校投票，谢谢！UCL digital health and enterpreunship（dhe）KCL accounting, accountability and financial management（aafm）ucl：排名更有优势。从网上了解到这个专业大概是学数字技术在健康领域的应用，是现在热点，对概念蛮有兴趣但不太了解，所以也不确定未来会在健康行业就业，担心专业在就业时会有局限性。kcl：差不多就是本专业，看了下第一学期科目和本科的很相似，不过听说第二学期压力很大，其他就读体验还不错。职业规划不是很明晰，偏向财会/咨询/金融行业，偏好外企，不打算考公。请问就业时UCL的排名优势会弥补这个专业的局限性吗？bg 澳门本 工商管理 3.7，想以就业为导向进行选择，想请问综合学校和专业哪个认可度会更好一点呢？感谢任何建议！！！ http://t.cn/A6NZ4ooU ",,无,无,无,2023-04-04 11:59,微博网页版,178,0,1
MApj3qB7L,"【学生投稿】学生：大家好，我本科上海双非财经。我现在的情况是国内考研西南财经大学金融专硕拟录取，国外留学最想去的有一个澳门大学的金融科技(这个项目是在科技学院课程设置很好)，还有港城ibs (fintech)。另外有一个港中文的项目在wl,虽说概率不大但是还是有些许希望。^这种情况大家觉得我是在国内念书还是出去留学呢？(主要的顾虑是今年已经是二战了国内读书多一年)谢谢大家！ ",,无,无,无,2023-04-04 11:53,微博网页版,23,0,11
MApixfi19,"【英国Offer】学生：您好！想投个稿想问一下大家UCL的Education(literacy)和曼大的Digital technologies, Communication and Education应该怎么选呢，本科211英专生，未来路还不明确，可能继续读博，也考虑直接就业，谢谢大家！ 选校  ",,无,无,无,2023-04-04 11:52,微博网页版,197,0,0
MAjMvcKtE,【UCL 语言班】学生：COOK叔！我想问一下，我3月19日就申请了UCL的11周线上语言班（75p的申请费也交了），但是到今天都没有收到语言班的offer！我看现在官网上的语言班还没关闭，应该是还没满……但是为什么两周多了，还没有结果呢呜呜呜。有没有类似情况的小伙伴可以解答一下啊  ,,无,无,无,2023-04-03 21:50,微博网页版,3,0,2
MAjI2lenk,【约克传媒毕业难度】学生：叔，能托您帮忙问问，英国约克的数字媒体与文化专业一些问题吗，都听说约克挂科率很高，想问问这个专业怎么样，而且我是跨专业学生，不知道这个专业会不会对编程啊啊什么的一些计算机基础有所要求，谢谢大家的评论！  ,,无,无,无,2023-04-03 21:39,微博网页版,2,0,1
MAjB8xe17,【浸会大学申请】学生：大家好，请问一下浸会财新课程可以修数据分析之类的课程吗？对这个很感兴趣但不知道工作实战是否需要，最近自学真的一头雾水，觉得有老师讲和同学一起讨论会好一些（23fall）  ,,无,无,无,2023-04-03 21:22,微博网页版,0,0,0
MAjAwp48b,【英国申请】几个申英国博士有用的网站1.Find a PhD网站：www.findaphd.com这个网站主要可以搜项目和奖学金，而且项目比较多，里面信息英国博士为主，也有其它国家的博士申请信息。英国博士的难点主要在带不带奖。2.写PhD的Personal Statement可以参考的：网站：http://t.cn/A6NzYUci3.英国博士申请的一些建议：官网：http://t.cn/A6NzYUcx4.Vitae官网：http://t.cn/A6NzYUcJ准备Academic CV有用，也有一些英国博士毕业的职业统计。5.Jobs.ac.uk官网：http://t.cn/AiuGctRJ英国有名的博士招生平台 [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/6cbca238gy1hcmtuo3jbbj21gi0kudvn.jpg,http://ww3.sinaimg.cn/large/6cbca238gy1hcmtuoad3lj20rs0m94c8.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hcmtuohd2mj20j30efq9l.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hcmtuopyoqj20w00jltmt.jpg,http://ww3.sinaimg.cn/large/6cbca238gy1hcmtuoywg3j21440mwng4.jpg",无,无,2023-04-03 21:20,微博网页版,160,113,1
MAjsd3Poj,【英国租房】学生：叔，想投稿问一下租房公司ucnest怎么样啊？会不会恶意扣押金之类的如果扣大概会扣多少啊伦敦押金太高好害怕  ,,无,无,无,2023-04-03 21:00,微博网页版,1,0,0
MAjk5tdVM,【南安普顿大学2023申请截止信息更新】2023年4月5号（英国时间12:pm）南安普顿大学所有硕士专业将截止所有国际学生的申请。除此之外，以下4个专业将不会再受理申请Southampton Law SchoolLLM Masters of LawsLLM International Commercial and Corporate LawMathematical SciencesMSc Data and Decision AnalyticsMSc Operational Research and Finance ,,无,无,无,2023-04-03 20:40,微博网页版,0,1,0
